trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
138,False,"{'a': 0.5, 'e': 0.9933903797222716}",20,0,-47.38275179706823,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.926812845565509}",30,0,-136.20682466672855,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
140,False,"{'a': 0.5, 'e': 0.6333192030862999}",25,0,-70.74904367842329,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.18476693191217952}",25,18,14.531622398929837,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.3090227281660707}",20,0,20.39488220305114,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
143,False,"{'a': 0.5, 'e': 0.7271528468448447}",20,0,-61.55901945976841,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.9672505882738824}",25,0,-150.7156564930665,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
145,False,"{'a': 0.5, 'e': 0.9705316516498831}",25,0,-94.20457048450682,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
146,False,"{'a': 0.5, 'e': 0.7361927182273159}",20,6,-45.49084259680179,"{0: 9, 1: 4, 2: 0, 3: 0, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.32160813176404734}",25,1,3.5874463192111756,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.17171734183077755}",20,8,-7.2077341868233,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.6230004212937645}",30,0,-93.26074903591967,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
150,False,"{'a': 0.5, 'e': 0.9217512697247493}",30,0,-108.1582968814106,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.9948252601277343}",20,0,-80.63600964604026,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.8243313311075577}",35,0,-98.12030891394508,"{0: 23, 1: 2, 2: 8, 3: 2, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.45201234267200896}",25,10,-18.511397506984842,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.030975031731216456}",30,18,23.393341074082823,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.506378638074642}",20,5,-17.65002556375028,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.8578030932449878}",20,0,-88.18949769384791,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
157,False,"{'a': 0.5, 'e': 0.9992074342602034}",20,0,-131.24510587252954,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
158,False,"{'a': 0.5, 'e': 0.8959709467909631}",25,0,-129.3186219781038,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
159,False,"{'a': 0.5, 'e': 0.5733695234681091}",25,3,-70.15401081288901,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 1}",1
160,False,"{'a': 0.5, 'e': 0.11038724383904756}",25,8,17.828445575992095,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.37962168297153187}",20,8,7.8435856994847795,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.7766859820216312}",30,0,-46.97991964010576,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.9835904648022342}",20,5,-12.587280539489463,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.9496776978825432}",30,0,-127.92127104843533,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
165,False,"{'a': 0.5, 'e': 0.6832507093535931}",25,0,-77.01410737952875,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
166,False,"{'a': 0.5, 'e': 0.2495401179733381}",20,14,10.593939392181145,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.24526659730265726}",20,6,-31.019701003209434,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
168,False,"{'a': 0.5, 'e': 0.6800234955873388}",30,7,-75.28601632831378,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 2}",1
169,False,"{'a': 0.5, 'e': 0.9482869255037094}",25,0,-99.27424367791403,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
170,False,"{'a': 0.5, 'e': 0.9843766433940419}",30,0,-111.69470177562332,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.7794566276458688}",25,0,-3.5494806652115614,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.38369844494974187}",30,4,-27.09954339066509,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 1}",1
173,False,"{'a': 0.5, 'e': 0.10600249902117563}",20,12,14.001125915069352,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.569750334265312}",30,0,-36.12507223861758,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.8940034169437217}",20,0,-86.40349058420342,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
176,False,"{'a': 0.5, 'e': 0.9993732836951247}",20,0,-259.4912368798575,"{0: 5, 1: 2, 2: 9, 3: 0, 4: 4}",0
177,False,"{'a': 0.5, 'e': 0.8600617162362019}",30,16,-57.84459455512982,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
178,False,"{'a': 0.5, 'e': 0.5101770449416688}",20,14,-22.455879143687664,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.03538323999893738}",25,18,14.79122458069877,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.4480736161291701}",20,3,-31.692159484002126,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.8218264239151785}",20,0,-103.96148399112253,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
182,False,"{'a': 0.5, 'e': 0.9943674609282015}",20,0,-57.30293340654453,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.9234526637284138}",35,6,-65.63459297878715,"{0: 21, 1: 5, 2: 1, 3: 1, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.6264444479103392}",30,8,-106.38223146541611,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 2}",1
185,False,"{'a': 0.5, 'e': 0.17606078322989716}",30,0,48.77468092027167,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.31742870151970165}",20,0,-1.506360398451144,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.7332005694242856}",20,0,-123.78817342270438,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.9694593666699876}",35,0,-286.62854648085374,"{0: 18, 1: 3, 2: 7, 3: 3, 4: 4}",0
189,False,"{'a': 0.5, 'e': 0.9683606998774463}",20,0,-68.2827981407058,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.7301735609948197}",35,19,-41.77210842625533,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
191,False,"{'a': 0.5, 'e': 0.31321446868745406}",30,16,-4.202431474524994,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.18043044929108393}",25,12,-0.9354166798276413,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.6298997005512549}",25,0,-61.32704941890743,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
